"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade"
NA,4689,NA,5413,"95130","","",-7.966667,-78.2,3500,"dolichocremastrum","dolichocremastrum","tuberous","wild",24,"SŠrkinen","","","1.82","FCM","Petota","4 North"
NA,4690,NA,5414,"75419","","",-10.17711,-77.46227,4250,"dolichocremastrum","dolichocremastrum","tuberous","wild",24,"SŠrkinen","","","1.82","FCM","Petota","4 North"
NA,4691,NA,5415,"75456","","",-9.735001,-77.48743,4100,"dolichocremastrum","dolichocremastrum","tuberous","wild",24,"SŠrkinen","","","1.82","FCM","Petota","4 North"
NA,4693,NA,5417,"81737","","",-8.95,-77.8333,4100,"dolichocremastrum","dolichocremastrum","tuberous","wild",24,"SŠrkinen","","","1.82","FCM","Petota","4 North"
NA,4694,NA,5418,"PI 498235","","",-7.466667,-76.616667,NA,"dolichocremastrum","dolichocremastrum","tuberous","germplasm",24,"SŠrkinen","","","1.82","FCM","Petota","4 North"
NA,4696,NA,5437,"88837","","",21.31,-102.14,2000,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4697,NA,5438,"90360","","",21.01,-104.466,1500,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4698,NA,5439,"90491","","",19.6862,-101.104,2000,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4699,NA,5440,"89210","","",19.9,-99.2041,2350,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4700,NA,5441,"88839","","",22.47,-102.35,2200,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4701,NA,5442,"89577","","",21.3833,-100.2,2020,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4702,NA,5443,"88563","","",21.58,-100.48,1829,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4703,NA,5444,"90123","","",20.65,-100.7,1790,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4704,NA,5445,"89374","","",20.75,-103.517,1450,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4705,NA,5446,"89254","","",21.15,-101.06,2000,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4706,NA,5447,"88835","","",20.51,-101.24,2000,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4707,NA,5448,"88833","","",20.36,-100.23,1900,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4708,NA,5449,"89230","","",22.2166,-100.767,2100,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4709,NA,5450,"88834","","",20.47,-103.2,1600,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4710,NA,5451,"89795","","",20.8,-100.05,2500,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4711,NA,5452,"89151","","",19.0333,-98.2833,2200,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4712,NA,5453,"90517","","",20.3166,-99.9166,2180,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4713,NA,5454,"90215","","",20.38,-99.56,2050,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4714,NA,5455,"89138","","",21.25,-102.39,1850,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4715,NA,5456,"89803","","",21.4545,-99.7038,1150,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4716,NA,5457,"89140","","",20.4,-99.3,2050,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4717,NA,5458,"90361","","",22.7833,-102.583,2240,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4718,NA,5459,"89141","","",22.09,-100.59,2200,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4720,NA,5461,"89793","","",20.52,-101.82,2200,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4721,NA,5462,"89738","","",21.52,-101.34,2212,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4722,NA,5463,"90531","","",21.2166,-99.3333,800,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4723,NA,5464,"89739","","",21.53,-101.24,2240,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4724,NA,5465,"89929","","",19.3434,-101.2001,1990,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4725,NA,5466,"88464","","",21.0182,-102.665,1800,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4726,NA,5467,"90776","","",24.6333,-101.417,0,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4727,NA,5468,"89404","","",21.4666,-100.8666,2060,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4728,NA,5469,"88957","","",22.7,-102.05,2060,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4729,NA,5470,"88462","","",20.78,-103.41,1500,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4730,NA,5471,"89838","","",20.7,-99.8166,2200,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4731,NA,5472,"90374","","",21.1166,-101.667,1850,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4732,NA,5473,"88870","","",22.03,-102.44,2300,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4733,NA,5474,"88922","","",20.22,-100.96,1880,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4734,NA,5475,"90535","","",22.15,-100.983,1920,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4736,NA,5477,"88859","","",21.92,-102.28,1950,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4737,NA,5478,"88955","","",22.3239,-101.171,2075,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4738,NA,5479,"88953","","",22.1,-101.467,2160,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4739,NA,5480,"89840","","",20.85,-99.7166,2150,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4740,NA,5481,"88954","","",22.3,-101.567,2170,"ehrenbergii","ehrenbergii","tuberous","wild",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4742,NA,5483,"PI 184766","","",21.616667,-101.633333,NA,"ehrenbergii","ehrenbergii","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4745,NA,5486,"PI 251759","","",20.85,-101.4,NA,"ehrenbergii","ehrenbergii","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4746,NA,5487,"PI 255519","","",20.6,-100.383333,NA,"ehrenbergii","ehrenbergii","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","1+2"
NA,4753,NA,5494,"CIP 761877","","",4.7647,-74.1258,3450,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4757,NA,5498,"CIP 763900","","",5.7594,-73.1217,NA,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4759,NA,5500,"CIP 764058","","",7.3353,-72.9328,NA,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4760,NA,5501,"CIP 763902","","",5.9833,-72.7167,2565,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4761,NA,5502,"CIP 763896","","",6.4194,-72.3489,NA,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4762,NA,5503,"93903","","",4.616667,-73.8,3210,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4763,NA,5504,"95346","","",4.583333,-73.9,3200,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4765,NA,5506,"93902","","",4.05,-74.15,3420,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4766,NA,5507,"91729","","",5.016667,-74,0,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4768,NA,5509,"92547","","",6.866667,-72.63333,3500,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4769,NA,5510,"92318","","",6.166667,-72.8,3200,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4770,NA,5511,"94426","","",4.333333,-74.2,4310,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4771,NA,5512,"94431","","",6,-72.51667,3540,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4772,NA,5513,"94365","","",2.483333,-76.31667,3250,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4773,NA,5514,"94484","","",5.616667,-72.76667,3450,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4774,NA,5515,"84318","","",2.56667,-76.1833,2500,"flahaultii","flahaultii","tuberous","wild",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4775,NA,5516,"570621","","",5.83475,-73.328694,NA,"flahaultii","flahaultii","tuberous","germplasm",48,"SŠrkinen","","","3.32","FCM","Petota","4 North"
NA,4782,NA,5523,"CIP 761391","","",-17.925,-65.4689,2759,"gandarillasii","gandarillasii","tuberous","germplasm",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4783,NA,5524,"CIP 762331","","",-18.4897,-64.1069,2017,"gandarillasii","gandarillasii","tuberous","germplasm",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4784,NA,5525,"81459","","",-18.1139,-64.2156,1450,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4785,NA,5526,"77779","","",-18.35,-65.2,2200,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4786,NA,5527,"80229","","",-18.9191,-65.1145,2031,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4787,NA,5528,"77782","","",-17.9,-65.1833,1850,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4788,NA,5529,"82426","","",-18.3,-64.15,1900,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4789,NA,5530,"77781","","",-18.8,-65.3833,2050,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4790,NA,5531,"81767","","",-17.9333,-65.3167,2200,"gandarillasii","gandarillasii","tuberous","wild",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4793,NA,5534,"PI 283076","","",-18.666667,-65.166667,NA,"gandarillasii","gandarillasii","tuberous","germplasm",24,"SŠrkinen","","","1.75","FCM","Petota","4 South"
NA,4795,NA,5550,"CIP 766108","","",19.55,-103.6333333,NA,"guerreroense","guerreroense","tuberous","germplasm",72,"SŠrkinen","","","4.77","FCM","Petota","4 South"
NA,4796,NA,5551,"91507","","",17.5592,-99.5,0,"guerreroense","guerreroense","tuberous","wild",72,"SŠrkinen","","","4.77","FCM","Petota","4 South"
NA,4797,NA,5552,"89459","","",17.55,-99.5,0,"guerreroense","guerreroense","tuberous","wild",72,"SŠrkinen","","","4.77","FCM","Petota","4 South"
NA,4799,NA,5576,"CIP 764288","","",25.415,-101.0022,NA,"hjertingii","hjertingii","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4801,NA,5578,"CIP 764289","","",25.3667,-100.6333,NA,"hjertingii","hjertingii","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4803,NA,5580,"91207","","",24.5714,-100.724,1725,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4804,NA,5581,"88615","","",25.51,-100.466,2450,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4806,NA,5583,"88860","","",24.8666,-100.217,2400,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4807,NA,5584,"88754","","",25.22,-100.38,2340,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4808,NA,5585,"91205","","",23.9666,-99.7666,1930,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4810,NA,5587,"89497","","",25.1676,-100.087,0,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4812,NA,5589,"89303","","",23.0778,-99.2789,1433,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4814,NA,5591,"88387","","",25.42,-100.83,0,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4815,NA,5592,"88692","","",24.52,-100.13,2500,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4816,NA,5593,"90308","","",27.0133,-102.234,2200,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4817,NA,5594,"89945","","",24.3414,-100.0038,2120,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4818,NA,5595,"90284","","",25.08,-101.36,2300,"hjertingii","hjertingii","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,4821,NA,5598,"CIP 764264","","",19.5667,-103.5833,NA,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4822,NA,5599,"CIP 764352","","",20.2903,-102.6292,NA,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4825,NA,5602,"CIP 761900","","",19.5383,-102.4172,2100,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4826,NA,5603,"CIP 761899","","",19.2961,-102.3053,2500,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4827,NA,5604,"CIP 761895","","",19.1972,-101.887,2740,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4828,NA,5605,"CIP 764351","","",19.4,-101.6,NA,"hougasii","hougasii","tuberous","germplasm",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4829,NA,5606,"90498","","",19.7194,-104.387,1800,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4830,NA,5607,"89049","","",19.4474,-100.201,3075,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4832,NA,5609,"89986","","",19.35,-102.02,3000,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4833,NA,5610,"90490","","",19.6833,-101.95,2850,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4834,NA,5611,"88459","","",19.4666,-103.3,1900,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4835,NA,5612,"88456","","",19.7219,-103.67,2400,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4836,NA,5613,"89584","","",19.19,-103.17,1870,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4838,NA,5615,"88830","","",19.24,-101.36,2950,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4839,NA,5616,"89888","","",19.2748,-102.2025,2550,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4840,NA,5617,"90501","","",19.73,-100.8,2510,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4842,NA,5619,"90426","","",17.4555,-100.104,2900,"hougasii","hougasii","tuberous","wild",72,"SŠrkinen","","","5.01","FCM","Petota","4 South"
NA,4845,NA,5622,"CIP 761239","","",-5.5994,-79.5864,2139,"huancabambense","huancabambense","tuberous","germplasm",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,4847,NA,5624,"CIP 760955","","",-5.1964,-79.4972,2500,"huancabambense","huancabambense","tuberous","germplasm",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,4850,NA,5627,"CIP 761238","","",-5.3036,-79.4036,2191,"huancabambense","huancabambense","tuberous","germplasm",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,4851,NA,5628,"82409","","",-5,-79.6833,2000,"huancabambense","huancabambense","tuberous","wild",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,4852,NA,5629,"81408","","",-5.833333,-79.5,1650,"huancabambense","huancabambense","tuberous","wild",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,4854,NA,5631,"94505","","",-5.666667,-79.3,2800,"huancabambense","huancabambense","tuberous","wild",24,"SŠrkinen","","","1.88","FCM","Petota","3"
NA,5072,NA,5863,"CIP 763335","","",19.1972,-101.887,2740,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5073,NA,5864,"CIP 761935","","",19.2889,-99.6492,2680,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5075,NA,5866,"CIP 762523","","",22.6,-98.2167,1950,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5076,NA,5867,"CIP 761930","","",19.1217,-97.0839,2400,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5077,NA,5868,"CIP 761886","","",16.9497,-96.4361,2750,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5078,NA,5869,"CIP 761889","","",15.9333,-96.3833,819,"iopetalum","iopetalum","tuberous","germplasm",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5080,NA,5871,"90421","","",16.8176,-96.9816,2790,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5081,NA,5872,"80094","","",19.73,-100.8,2515,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5082,NA,5873,"89743","","",19.7198,-104.378,0,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5083,NA,5874,"80093","","",19.65,-100.98,0,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5084,NA,5875,"90259","","",20.23,-98.4,1950,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5085,NA,5876,"90402","","",17.13312,-98.03166,2395,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5086,NA,5877,"89402","","",20.0104,-98.6491,2700,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
NA,5087,NA,5878,"89549","","",19.5412,-104.174,1700,"iopetalum","iopetalum","tuberous","wild",72,"SŠrkinen","","","4.76","FCM","Petota","4 South"
